IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,226 ms,7737 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,234 ms,7728 kB/s
8.219.175.127,2052,false,SIN,Asia Pacific,Singapore,231 ms,7712 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,220 ms,7711 kB/s
8.222.215.228,8080,false,SIN,Asia Pacific,Singapore,219 ms,7678 kB/s
8.219.145.245,2095,false,SIN,Asia Pacific,Singapore,218 ms,7677 kB/s
8.222.184.198,2095,false,SIN,Asia Pacific,Singapore,222 ms,7640 kB/s
47.245.105.224,2086,false,SIN,Asia Pacific,Singapore,258 ms,7640 kB/s
47.236.121.7,8080,false,SIN,Asia Pacific,Singapore,219 ms,7620 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,235 ms,7576 kB/s
47.236.7.106,2052,false,SIN,Asia Pacific,Singapore,233 ms,7569 kB/s
8.219.103.57,2095,false,SIN,Asia Pacific,Singapore,218 ms,7566 kB/s
8.219.191.40,8880,false,SIN,Asia Pacific,Singapore,215 ms,7558 kB/s
8.219.124.227,2086,false,SIN,Asia Pacific,Singapore,218 ms,7497 kB/s
8.219.51.211,2095,false,SIN,Asia Pacific,Singapore,244 ms,7496 kB/s
8.219.40.255,8080,false,SIN,Asia Pacific,Singapore,217 ms,7471 kB/s
8.219.178.101,8080,false,SIN,Asia Pacific,Singapore,247 ms,7423 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,253 ms,7419 kB/s
8.219.228.186,2052,false,SIN,Asia Pacific,Singapore,221 ms,7401 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,225 ms,7401 kB/s
8.219.228.186,2082,false,SIN,Asia Pacific,Singapore,241 ms,7352 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,218 ms,7345 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,226 ms,7342 kB/s
47.245.105.224,2052,false,SIN,Asia Pacific,Singapore,262 ms,7341 kB/s
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,219 ms,7341 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,216 ms,7339 kB/s
8.219.103.57,2082,false,SIN,Asia Pacific,Singapore,221 ms,7295 kB/s
8.222.252.150,2095,false,SIN,Asia Pacific,Singapore,212 ms,7292 kB/s
8.222.249.98,2095,false,SIN,Asia Pacific,Singapore,218 ms,7292 kB/s
8.219.245.187,2052,false,SIN,Asia Pacific,Singapore,226 ms,7290 kB/s
8.219.126.240,2086,false,SIN,Asia Pacific,Singapore,220 ms,7285 kB/s
8.219.178.101,2052,false,SIN,Asia Pacific,Singapore,232 ms,7285 kB/s
8.219.145.245,80,false,SIN,Asia Pacific,Singapore,227 ms,7284 kB/s
47.236.7.106,2086,false,SIN,Asia Pacific,Singapore,226 ms,7267 kB/s
8.219.101.138,8080,false,SIN,Asia Pacific,Singapore,217 ms,7262 kB/s
8.219.140.229,80,false,SIN,Asia Pacific,Singapore,216 ms,7257 kB/s
8.219.122.55,8880,false,SIN,Asia Pacific,Singapore,243 ms,7255 kB/s
8.219.40.255,80,false,SIN,Asia Pacific,Singapore,226 ms,7254 kB/s
8.219.101.72,2052,false,SIN,Asia Pacific,Singapore,220 ms,7238 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,228 ms,7229 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,215 ms,7217 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,220 ms,7215 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,221 ms,7203 kB/s
8.219.206.180,2082,false,SIN,Asia Pacific,Singapore,236 ms,7191 kB/s
8.219.101.138,2082,false,SIN,Asia Pacific,Singapore,219 ms,7167 kB/s
8.219.40.255,2052,false,SIN,Asia Pacific,Singapore,220 ms,7149 kB/s
47.76.49.246,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,7126 kB/s
8.219.241.189,8880,false,SIN,Asia Pacific,Singapore,216 ms,7109 kB/s
8.219.104.242,8880,false,SIN,Asia Pacific,Singapore,228 ms,7108 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,216 ms,7107 kB/s
47.236.121.7,2052,false,SIN,Asia Pacific,Singapore,223 ms,7067 kB/s
8.222.252.150,2052,false,SIN,Asia Pacific,Singapore,218 ms,7065 kB/s
8.219.113.232,8880,false,SIN,Asia Pacific,Singapore,236 ms,7054 kB/s
8.219.229.190,8880,false,SIN,Asia Pacific,Singapore,226 ms,7054 kB/s
8.222.252.150,2086,false,SIN,Asia Pacific,Singapore,214 ms,7049 kB/s
8.219.1.92,8880,false,SIN,Asia Pacific,Singapore,213 ms,7044 kB/s
8.219.78.1,2082,false,SIN,Asia Pacific,Singapore,219 ms,7018 kB/s
8.219.40.255,2095,false,SIN,Asia Pacific,Singapore,234 ms,7010 kB/s
47.237.8.82,8880,false,SIN,Asia Pacific,Singapore,237 ms,6998 kB/s
8.222.255.15,2052,false,SIN,Asia Pacific,Singapore,216 ms,6997 kB/s
8.210.55.134,80,false,HKG,Asia Pacific,Hong Kong,61 ms,6979 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,233 ms,6961 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,218 ms,6957 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,215 ms,6931 kB/s
8.219.51.211,8880,false,SIN,Asia Pacific,Singapore,216 ms,6917 kB/s
8.222.254.91,2082,false,SIN,Asia Pacific,Singapore,234 ms,6917 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,224 ms,6907 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,223 ms,6871 kB/s
8.219.0.162,8080,false,SIN,Asia Pacific,Singapore,247 ms,6870 kB/s
8.219.113.232,2082,false,SIN,Asia Pacific,Singapore,229 ms,6860 kB/s
8.222.144.50,2086,false,SIN,Asia Pacific,Singapore,208 ms,6859 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,230 ms,6856 kB/s
8.222.150.197,8080,false,SIN,Asia Pacific,Singapore,217 ms,6838 kB/s
8.219.178.101,2086,false,SIN,Asia Pacific,Singapore,212 ms,6823 kB/s
8.222.221.109,80,false,SIN,Asia Pacific,Singapore,227 ms,6813 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,238 ms,6807 kB/s
47.76.33.40,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,6796 kB/s
8.219.156.148,80,false,SIN,Asia Pacific,Singapore,217 ms,6787 kB/s
47.236.116.26,8880,false,SIN,Asia Pacific,Singapore,225 ms,6786 kB/s
8.219.174.142,8880,false,SIN,Asia Pacific,Singapore,229 ms,6785 kB/s
8.219.1.92,2052,false,SIN,Asia Pacific,Singapore,211 ms,6785 kB/s
8.219.103.65,8880,false,SIN,Asia Pacific,Singapore,221 ms,6782 kB/s
47.236.121.7,80,false,SIN,Asia Pacific,Singapore,222 ms,6754 kB/s
8.219.229.190,80,false,SIN,Asia Pacific,Singapore,215 ms,6752 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,236 ms,6743 kB/s
47.242.176.237,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,6736 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,238 ms,6722 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,228 ms,6720 kB/s
8.219.139.13,2052,false,SIN,Asia Pacific,Singapore,211 ms,6713 kB/s
8.219.174.213,2052,false,SIN,Asia Pacific,Singapore,228 ms,6712 kB/s
8.222.144.50,2095,false,SIN,Asia Pacific,Singapore,244 ms,6711 kB/s
47.236.121.7,2082,false,SIN,Asia Pacific,Singapore,255 ms,6691 kB/s
8.219.51.211,2082,false,SIN,Asia Pacific,Singapore,228 ms,6684 kB/s
8.222.184.198,8880,false,SIN,Asia Pacific,Singapore,243 ms,6653 kB/s
8.219.103.57,2052,false,SIN,Asia Pacific,Singapore,249 ms,6642 kB/s
8.222.128.131,2082,false,SIN,Asia Pacific,Singapore,232 ms,6637 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,223 ms,6628 kB/s
8.219.110.88,8880,false,SIN,Asia Pacific,Singapore,239 ms,6599 kB/s
8.219.103.57,8880,false,SIN,Asia Pacific,Singapore,249 ms,6597 kB/s
8.219.122.96,8880,false,SIN,Asia Pacific,Singapore,246 ms,6589 kB/s
8.219.103.57,2086,false,SIN,Asia Pacific,Singapore,233 ms,6575 kB/s
8.219.156.148,2095,false,SIN,Asia Pacific,Singapore,232 ms,6556 kB/s
8.219.1.92,2095,false,SIN,Asia Pacific,Singapore,232 ms,6548 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,229 ms,6541 kB/s
8.219.228.186,8880,false,SIN,Asia Pacific,Singapore,245 ms,6512 kB/s
8.219.191.40,2086,false,SIN,Asia Pacific,Singapore,243 ms,6510 kB/s
8.219.170.223,2086,false,SIN,Asia Pacific,Singapore,216 ms,6499 kB/s
8.219.101.72,80,false,SIN,Asia Pacific,Singapore,233 ms,6494 kB/s
8.219.175.127,8080,false,SIN,Asia Pacific,Singapore,223 ms,6491 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,222 ms,6489 kB/s
47.76.49.246,80,false,HKG,Asia Pacific,Hong Kong,62 ms,6486 kB/s
8.222.184.198,2052,false,SIN,Asia Pacific,Singapore,237 ms,6463 kB/s
8.222.128.131,2095,false,SIN,Asia Pacific,Singapore,214 ms,6446 kB/s
8.219.13.143,2086,false,SIN,Asia Pacific,Singapore,235 ms,6430 kB/s
8.219.13.143,8080,false,SIN,Asia Pacific,Singapore,231 ms,6423 kB/s
8.222.184.198,80,false,SIN,Asia Pacific,Singapore,236 ms,6416 kB/s
8.210.146.108,8880,false,HKG,Asia Pacific,Hong Kong,54 ms,6413 kB/s
8.222.184.198,2082,false,SIN,Asia Pacific,Singapore,243 ms,6402 kB/s
8.222.208.83,8880,false,SIN,Asia Pacific,Singapore,239 ms,6395 kB/s
8.219.40.255,8880,false,SIN,Asia Pacific,Singapore,233 ms,6384 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,239 ms,6358 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,214 ms,6351 kB/s
8.222.254.91,80,false,SIN,Asia Pacific,Singapore,229 ms,6345 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,218 ms,6344 kB/s
8.219.209.14,80,false,SIN,Asia Pacific,Singapore,220 ms,6344 kB/s
8.219.110.88,2082,false,SIN,Asia Pacific,Singapore,218 ms,6340 kB/s
47.236.116.26,2052,false,SIN,Asia Pacific,Singapore,223 ms,6336 kB/s
8.219.101.138,2086,false,SIN,Asia Pacific,Singapore,220 ms,6334 kB/s
8.219.199.220,2095,false,SIN,Asia Pacific,Singapore,216 ms,6334 kB/s
8.219.78.1,80,false,SIN,Asia Pacific,Singapore,214 ms,6332 kB/s
8.219.163.195,8080,false,SIN,Asia Pacific,Singapore,217 ms,6326 kB/s
8.222.209.223,2086,false,SIN,Asia Pacific,Singapore,227 ms,6322 kB/s
8.219.126.3,8880,false,SIN,Asia Pacific,Singapore,226 ms,6313 kB/s
8.210.101.157,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,6299 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,214 ms,6287 kB/s
47.236.7.106,2095,false,SIN,Asia Pacific,Singapore,219 ms,6279 kB/s
8.219.163.195,2095,false,SIN,Asia Pacific,Singapore,240 ms,6274 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,225 ms,6265 kB/s
8.222.128.131,8880,false,SIN,Asia Pacific,Singapore,220 ms,6251 kB/s
8.219.122.96,2086,false,SIN,Asia Pacific,Singapore,223 ms,6236 kB/s
8.219.210.64,2086,false,SIN,Asia Pacific,Singapore,216 ms,6236 kB/s
8.219.206.180,2086,false,SIN,Asia Pacific,Singapore,225 ms,6211 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,216 ms,6171 kB/s
8.222.209.223,8080,false,SIN,Asia Pacific,Singapore,222 ms,6169 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,217 ms,6164 kB/s
8.219.0.162,2095,false,SIN,Asia Pacific,Singapore,233 ms,6161 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,223 ms,6156 kB/s
8.219.51.211,80,false,SIN,Asia Pacific,Singapore,223 ms,6154 kB/s
8.219.145.245,2052,false,SIN,Asia Pacific,Singapore,230 ms,6149 kB/s
8.219.156.148,8880,false,SIN,Asia Pacific,Singapore,218 ms,6143 kB/s
8.219.228.186,2095,false,SIN,Asia Pacific,Singapore,221 ms,6132 kB/s
8.219.1.92,2086,false,SIN,Asia Pacific,Singapore,245 ms,6107 kB/s
8.222.208.83,2086,false,SIN,Asia Pacific,Singapore,240 ms,6091 kB/s
47.236.150.13,80,false,SIN,Asia Pacific,Singapore,218 ms,6087 kB/s
8.219.113.232,2086,false,SIN,Asia Pacific,Singapore,223 ms,6087 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,241 ms,6083 kB/s
8.219.122.55,2052,false,SIN,Asia Pacific,Singapore,255 ms,6083 kB/s
47.76.33.40,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,6064 kB/s
8.219.13.143,80,false,SIN,Asia Pacific,Singapore,252 ms,6061 kB/s
8.219.139.13,2086,false,SIN,Asia Pacific,Singapore,228 ms,6052 kB/s
8.219.210.64,8080,false,SIN,Asia Pacific,Singapore,226 ms,6051 kB/s
8.219.195.47,8080,false,SIN,Asia Pacific,Singapore,223 ms,6046 kB/s
8.210.55.134,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,6041 kB/s
8.219.174.213,2086,false,SIN,Asia Pacific,Singapore,249 ms,6021 kB/s
8.219.174.142,80,false,SIN,Asia Pacific,Singapore,226 ms,6007 kB/s
