IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
34.65.204.88,443,true,FRA,Europe,Frankfurt,259 ms,1731 kB/s
34.154.172.60,443,true,FRA,Europe,Frankfurt,229 ms,1668 kB/s
34.65.8.113,443,true,FRA,Europe,Frankfurt,241 ms,1667 kB/s
34.34.32.211,443,true,FRA,Europe,Frankfurt,227 ms,1596 kB/s
35.204.221.131,443,true,FRA,Europe,Frankfurt,248 ms,1569 kB/s
34.65.252.157,443,true,FRA,Europe,Frankfurt,264 ms,1535 kB/s
34.107.123.239,443,true,FRA,Europe,Frankfurt,240 ms,1534 kB/s
35.204.130.79,443,true,FRA,Europe,Frankfurt,252 ms,1513 kB/s
34.65.197.35,443,true,FRA,Europe,Frankfurt,250 ms,1511 kB/s
34.154.47.81,443,true,FRA,Europe,Frankfurt,233 ms,1495 kB/s
34.116.165.236,443,true,FRA,Europe,Frankfurt,261 ms,1488 kB/s
34.118.28.224,443,true,FRA,Europe,Frankfurt,257 ms,1479 kB/s
34.154.206.40,443,true,FRA,Europe,Frankfurt,222 ms,1474 kB/s
35.246.150.211,443,true,FRA,Europe,Frankfurt,238 ms,1448 kB/s
34.116.241.129,443,true,FRA,Europe,Frankfurt,258 ms,1433 kB/s
35.246.175.86,443,true,FRA,Europe,Frankfurt,252 ms,1428 kB/s
34.65.197.216,443,true,FRA,Europe,Frankfurt,239 ms,1426 kB/s
34.65.108.239,443,true,FRA,Europe,Frankfurt,235 ms,1412 kB/s
34.123.83.237,443,true,ORD,North America,Chicago,256 ms,1395 kB/s
34.118.33.218,443,true,FRA,Europe,Frankfurt,264 ms,1372 kB/s
34.154.237.161,443,true,FRA,Europe,Frankfurt,231 ms,1372 kB/s
35.204.229.43,443,true,FRA,Europe,Frankfurt,253 ms,1365 kB/s
34.154.39.79,443,true,FRA,Europe,Frankfurt,240 ms,1363 kB/s
34.154.143.140,443,true,FRA,Europe,Frankfurt,251 ms,1350 kB/s
34.90.206.159,443,true,FRA,Europe,Frankfurt,237 ms,1336 kB/s
34.65.195.44,443,true,FRA,Europe,Frankfurt,242 ms,1335 kB/s
34.154.206.98,443,true,FRA,Europe,Frankfurt,257 ms,1326 kB/s
34.116.143.167,443,true,FRA,Europe,Frankfurt,260 ms,1314 kB/s
34.91.199.167,443,true,FRA,Europe,Frankfurt,256 ms,1313 kB/s
34.116.240.209,443,true,FRA,Europe,Frankfurt,251 ms,1311 kB/s
34.91.91.214,443,true,FRA,Europe,Frankfurt,264 ms,1298 kB/s
34.91.151.106,443,true,FRA,Europe,Frankfurt,256 ms,1286 kB/s
34.32.145.60,443,true,FRA,Europe,Frankfurt,246 ms,1276 kB/s
34.116.166.235,443,true,FRA,Europe,Frankfurt,253 ms,1266 kB/s
34.116.228.105,443,true,FRA,Europe,Frankfurt,263 ms,1257 kB/s
34.154.102.59,443,true,FRA,Europe,Frankfurt,256 ms,1250 kB/s
34.65.113.146,443,true,FRA,Europe,Frankfurt,242 ms,1247 kB/s
34.32.224.57,443,true,FRA,Europe,Frankfurt,258 ms,1238 kB/s
34.65.13.192,443,true,FRA,Europe,Frankfurt,250 ms,1199 kB/s
34.65.41.59,443,true,FRA,Europe,Frankfurt,241 ms,1162 kB/s
35.246.145.143,443,true,MUC,Europe,Munich,245 ms,1148 kB/s
34.118.92.14,443,true,FRA,Europe,Frankfurt,242 ms,1138 kB/s
34.116.171.197,443,true,FRA,Europe,Frankfurt,263 ms,1099 kB/s
34.154.19.251,443,true,FRA,Europe,Frankfurt,237 ms,1090 kB/s
34.65.43.232,443,true,FRA,Europe,Frankfurt,237 ms,1062 kB/s
34.118.76.197,443,true,FRA,Europe,Frankfurt,280 ms,1057 kB/s
34.154.205.75,443,true,FRA,Europe,Frankfurt,228 ms,1043 kB/s
34.32.153.53,443,true,FRA,Europe,Frankfurt,244 ms,1043 kB/s
34.118.14.224,443,true,FRA,Europe,Frankfurt,263 ms,1042 kB/s
34.65.114.161,443,true,FRA,Europe,Frankfurt,235 ms,1028 kB/s
34.91.215.242,443,true,FRA,Europe,Frankfurt,255 ms,1025 kB/s
34.116.182.70,443,true,FRA,Europe,Frankfurt,282 ms,1013 kB/s
34.107.68.152,443,true,FRA,Europe,Frankfurt,232 ms,988 kB/s
34.154.213.166,443,true,MUC,Europe,Munich,226 ms,985 kB/s
34.118.14.66,443,true,FRA,Europe,Frankfurt,259 ms,963 kB/s
34.65.205.125,443,true,FRA,Europe,Frankfurt,244 ms,959 kB/s
34.154.113.244,443,true,FRA,Europe,Frankfurt,243 ms,953 kB/s
34.91.171.198,443,true,FRA,Europe,Frankfurt,242 ms,951 kB/s
35.246.215.24,443,true,FRA,Europe,Frankfurt,257 ms,940 kB/s
34.141.208.102,443,true,FRA,Europe,Frankfurt,240 ms,927 kB/s
34.65.169.80,443,true,FRA,Europe,Frankfurt,244 ms,924 kB/s
34.118.77.33,443,true,FRA,Europe,Frankfurt,259 ms,908 kB/s
34.91.136.68,443,true,FRA,Europe,Frankfurt,240 ms,905 kB/s
34.159.180.192,443,true,FRA,Europe,Frankfurt,232 ms,902 kB/s
34.116.191.48,443,true,FRA,Europe,Frankfurt,280 ms,886 kB/s
34.141.52.103,443,true,FRA,Europe,Frankfurt,267 ms,880 kB/s
34.65.97.157,443,true,FRA,Europe,Frankfurt,232 ms,876 kB/s
34.154.184.119,443,true,FRA,Europe,Frankfurt,247 ms,862 kB/s
34.141.215.175,443,true,FRA,Europe,Frankfurt,262 ms,854 kB/s
34.154.11.70,443,true,FRA,Europe,Frankfurt,242 ms,847 kB/s
34.154.132.77,443,true,FRA,Europe,Frankfurt,250 ms,847 kB/s
34.90.106.152,443,true,CDG,Europe,Paris,256 ms,844 kB/s
34.107.103.224,443,true,FRA,Europe,Frankfurt,239 ms,839 kB/s
34.65.154.70,443,true,FRA,Europe,Frankfurt,233 ms,834 kB/s
34.91.18.119,443,true,FRA,Europe,Frankfurt,249 ms,821 kB/s
34.141.52.8,443,true,FRA,Europe,Frankfurt,249 ms,809 kB/s
34.65.35.242,443,true,FRA,Europe,Frankfurt,232 ms,803 kB/s
34.118.70.217,443,true,FRA,Europe,Frankfurt,252 ms,798 kB/s
34.116.189.247,443,true,FRA,Europe,Frankfurt,261 ms,780 kB/s
34.89.233.152,443,true,FRA,Europe,Frankfurt,251 ms,777 kB/s
34.154.9.123,443,true,FRA,Europe,Frankfurt,228 ms,774 kB/s
35.204.90.215,443,true,FRA,Europe,Frankfurt,249 ms,771 kB/s
34.90.45.178,443,true,FRA,Europe,Frankfurt,250 ms,771 kB/s
34.116.138.163,443,true,FRA,Europe,Frankfurt,284 ms,761 kB/s
34.118.1.28,443,true,FRA,Europe,Frankfurt,245 ms,758 kB/s
34.91.145.154,443,true,FRA,Europe,Frankfurt,242 ms,755 kB/s
34.147.63.145,443,true,FRA,Europe,Frankfurt,255 ms,745 kB/s
34.116.140.78,443,true,FRA,Europe,Frankfurt,266 ms,735 kB/s
34.118.105.120,443,true,FRA,Europe,Frankfurt,256 ms,721 kB/s
34.154.245.19,443,true,FRA,Europe,Frankfurt,237 ms,709 kB/s
34.65.189.218,443,true,FRA,Europe,Frankfurt,245 ms,699 kB/s
34.65.255.99,443,true,FRA,Europe,Frankfurt,242 ms,697 kB/s
34.116.152.33,443,true,FRA,Europe,Frankfurt,258 ms,688 kB/s
34.91.81.192,443,true,FRA,Europe,Frankfurt,246 ms,686 kB/s
34.154.41.20,443,true,FRA,Europe,Frankfurt,240 ms,682 kB/s
34.116.206.226,443,true,FRA,Europe,Frankfurt,266 ms,681 kB/s
34.118.99.171,443,true,MUC,Europe,Munich,258 ms,678 kB/s
34.65.224.8,443,true,FRA,Europe,Frankfurt,258 ms,677 kB/s
34.65.205.103,443,true,FRA,Europe,Frankfurt,249 ms,661 kB/s
34.154.179.84,443,true,FRA,Europe,Frankfurt,244 ms,652 kB/s
34.154.87.111,443,true,FRA,Europe,Frankfurt,236 ms,649 kB/s
34.116.151.212,443,true,FRA,Europe,Frankfurt,250 ms,646 kB/s
34.154.114.64,443,true,FRA,Europe,Frankfurt,252 ms,640 kB/s
34.116.197.115,443,true,FRA,Europe,Frankfurt,262 ms,622 kB/s
34.154.60.68,443,true,FRA,Europe,Frankfurt,245 ms,613 kB/s
34.154.129.114,443,true,FRA,Europe,Frankfurt,245 ms,612 kB/s
34.154.185.211,443,true,FRA,Europe,Frankfurt,239 ms,601 kB/s
34.154.189.46,443,true,FRA,Europe,Frankfurt,232 ms,598 kB/s
34.118.90.236,443,true,FRA,Europe,Frankfurt,247 ms,584 kB/s
34.65.188.127,443,true,FRA,Europe,Frankfurt,247 ms,563 kB/s
34.65.44.114,443,true,FRA,Europe,Frankfurt,225 ms,534 kB/s
35.246.204.254,443,true,FRA,Europe,Frankfurt,240 ms,524 kB/s
34.65.161.128,443,true,FRA,Europe,Frankfurt,229 ms,516 kB/s
34.159.127.230,443,true,FRA,Europe,Frankfurt,236 ms,452 kB/s
34.154.164.171,443,true,FRA,Europe,Frankfurt,230 ms,437 kB/s
35.229.161.32,443,true,TPE,Asia Pacific,Taipei,77 ms,423 kB/s
34.154.186.147,443,true,FRA,Europe,Frankfurt,244 ms,409 kB/s
34.65.222.113,443,true,FRA,Europe,Frankfurt,243 ms,409 kB/s
34.118.17.244,443,true,FRA,Europe,Frankfurt,267 ms,387 kB/s
34.116.249.141,443,true,FRA,Europe,Frankfurt,258 ms,371 kB/s
34.65.226.145,443,true,FRA,Europe,Frankfurt,251 ms,358 kB/s
34.118.82.157,443,true,CDG,Europe,Paris,264 ms,335 kB/s
35.204.58.217,443,true,FRA,Europe,Frankfurt,252 ms,310 kB/s
34.65.127.145,443,true,FRA,Europe,Frankfurt,250 ms,291 kB/s
34.118.118.64,443,true,FRA,Europe,Frankfurt,254 ms,291 kB/s
34.154.111.143,443,true,FRA,Europe,Frankfurt,249 ms,265 kB/s
34.141.217.84,443,true,FRA,Europe,Frankfurt,238 ms,246 kB/s
35.246.158.151,443,true,FRA,Europe,Frankfurt,250 ms,227 kB/s
34.90.21.238,443,true,FRA,Europe,Frankfurt,247 ms,198 kB/s
34.65.202.52,443,true,FRA,Europe,Frankfurt,260 ms,143 kB/s
34.118.119.233,443,true,FRA,Europe,Frankfurt,254 ms,121 kB/s
34.91.86.86,443,true,FRA,Europe,Frankfurt,244 ms,109 kB/s
35.247.124.181,443,true,SEA,North America,Seattle,199 ms,0 kB/s
34.65.203.182,443,true,FRA,Europe,Frankfurt,261 ms,0 kB/s
34.118.25.40,443,true,FRA,Europe,Frankfurt,261 ms,0 kB/s
34.65.232.239,443,true,FRA,Europe,Frankfurt,245 ms,0 kB/s
34.141.59.223,443,true,FRA,Europe,Frankfurt,229 ms,0 kB/s
34.116.248.223,443,true,FRA,Europe,Frankfurt,268 ms,0 kB/s
34.65.203.85,443,true,FRA,Europe,Frankfurt,251 ms,0 kB/s
34.91.149.210,443,true,FRA,Europe,Frankfurt,237 ms,0 kB/s
34.118.127.239,443,true,FRA,Europe,Frankfurt,266 ms,0 kB/s
34.65.92.134,443,true,FRA,Europe,Frankfurt,241 ms,0 kB/s
34.159.105.87,443,true,FRA,Europe,Frankfurt,230 ms,0 kB/s
34.89.144.176,443,true,FRA,Europe,Frankfurt,237 ms,0 kB/s
34.118.99.186,443,true,FRA,Europe,Frankfurt,251 ms,0 kB/s
34.141.46.202,443,true,FRA,Europe,Frankfurt,247 ms,0 kB/s
34.89.179.44,443,true,FRA,Europe,Frankfurt,260 ms,0 kB/s
34.118.12.136,443,true,FRA,Europe,Frankfurt,266 ms,0 kB/s
34.154.184.249,443,true,FRA,Europe,Frankfurt,236 ms,0 kB/s
34.154.174.146,443,true,FRA,Europe,Frankfurt,233 ms,0 kB/s
34.82.188.91,443,true,SEA,North America,Seattle,201 ms,0 kB/s
34.116.239.73,443,true,FRA,Europe,Frankfurt,277 ms,0 kB/s
34.118.68.152,443,true,FRA,Europe,Frankfurt,265 ms,0 kB/s
